filename,max_x,max_y,min_x,min_y,label
AgNOR_0495.tiff,1344,520,1311,494,4
AgNOR_0495.tiff,1335,572,1312,549,0
AgNOR_0495.tiff,1324,611,1299,586,1
AgNOR_0495.tiff,1336,641,1307,616,1
AgNOR_0495.tiff,1569,672,1545,640,1
AgNOR_0495.tiff,1507,680,1472,658,3
AgNOR_0495.tiff,1304,663,1275,640,1
AgNOR_0495.tiff,1253,658,1223,634,1
AgNOR_0495.tiff,1228,680,1200,657,1
AgNOR_0495.tiff,1166,630,1133,600,1
AgNOR_0495.tiff,1169,601,1136,574,1
AgNOR_0495.tiff,1248,623,1215,591,0
AgNOR_0495.tiff,1390,618,1368,591,0
AgNOR_0495.tiff,1256,499,1232,474,3
AgNOR_0495.tiff,1241,516,1210,491,1
AgNOR_0495.tiff,1205,502,1179,473,4
AgNOR_0495.tiff,1163,554,1133,529,0
AgNOR_0495.tiff,1115,581,1086,557,1
AgNOR_0495.tiff,1114,548,1089,515,1
AgNOR_0495.tiff,1085,552,1061,516,3
AgNOR_0495.tiff,1052,509,1020,476,2
AgNOR_0495.tiff,1019,585,994,559,2
AgNOR_0495.tiff,987,553,959,517,1
AgNOR_0495.tiff,1001,482,971,456,2
AgNOR_0495.tiff,916,582,887,554,3
AgNOR_0495.tiff,926,616,902,588,0
AgNOR_0495.tiff,899,616,874,579,2
AgNOR_0495.tiff,833,612,806,580,2
AgNOR_0495.tiff,818,557,793,534,1
AgNOR_0495.tiff,786,561,756,530,2
AgNOR_0495.tiff,814,494,788,465,0
AgNOR_0495.tiff,841,507,819,485,0
AgNOR_0495.tiff,990,672,960,648,3
AgNOR_0495.tiff,804,668,771,633,2
AgNOR_0495.tiff,741,513,711,488,1
AgNOR_0495.tiff,781,507,746,473,1
AgNOR_0495.tiff,758,548,723,521,2
AgNOR_0495.tiff,731,573,702,548,2
AgNOR_0495.tiff,639,613,603,587,1
AgNOR_0495.tiff,654,532,623,506,2
AgNOR_0495.tiff,626,532,583,506,1
AgNOR_0495.tiff,603,646,573,618,1
AgNOR_0495.tiff,550,550,504,519,2
AgNOR_0495.tiff,501,518,473,494,1
AgNOR_0495.tiff,465,521,436,495,1
AgNOR_0495.tiff,436,545,408,513,1
AgNOR_0495.tiff,429,612,403,585,3
AgNOR_0495.tiff,395,558,358,525,2
AgNOR_0495.tiff,397,588,371,562,1
AgNOR_0495.tiff,360,551,328,518,1
AgNOR_0495.tiff,347,518,310,493,1
AgNOR_0495.tiff,371,635,341,614,1
AgNOR_0495.tiff,403,641,374,616,3
AgNOR_0495.tiff,493,663,463,637,2
AgNOR_0495.tiff,254,668,223,643,2
AgNOR_0495.tiff,304,506,274,482,2
AgNOR_0495.tiff,194,555,168,532,2
AgNOR_0495.tiff,155,578,120,555,2
AgNOR_0495.tiff,187,579,165,561,2
AgNOR_0495.tiff,188,598,165,575,2
AgNOR_0495.tiff,107,592,82,564,2
AgNOR_0495.tiff,137,504,110,480,4
AgNOR_0495.tiff,163,497,135,474,1
AgNOR_0495.tiff,179,450,155,430,0
AgNOR_0495.tiff,114,563,69,534,2
AgNOR_0495.tiff,62,447,30,426,5
AgNOR_0495.tiff,93,529,69,508,0
AgNOR_0495.tiff,76,633,47,606,1
AgNOR_0495.tiff,85,616,61,597,1
AgNOR_0495.tiff,57,704,26,679,1
AgNOR_0495.tiff,27,696,0,675,1
AgNOR_0495.tiff,42,772,9,744,2
AgNOR_0495.tiff,133,750,103,721,3
AgNOR_0495.tiff,245,763,219,735,1
AgNOR_0495.tiff,261,702,236,677,1
AgNOR_0495.tiff,243,721,219,694,1
AgNOR_0495.tiff,208,781,181,761,0
AgNOR_0495.tiff,271,682,249,663,0
AgNOR_0495.tiff,292,678,270,639,1
AgNOR_0495.tiff,278,708,261,678,1
AgNOR_0495.tiff,278,781,259,755,2
AgNOR_0495.tiff,369,769,342,739,1
AgNOR_0495.tiff,420,744,388,720,1
AgNOR_0495.tiff,446,686,419,658,4
AgNOR_0495.tiff,466,759,432,732,1
AgNOR_0495.tiff,409,783,382,750,2
AgNOR_0495.tiff,383,665,361,642,1
AgNOR_0495.tiff,464,631,441,607,0
AgNOR_0495.tiff,521,700,498,664,2
AgNOR_0495.tiff,560,717,534,693,1
AgNOR_0495.tiff,546,592,518,568,0
AgNOR_0495.tiff,604,686,563,661,1
AgNOR_0495.tiff,593,725,565,698,1
AgNOR_0495.tiff,670,670,639,641,2
AgNOR_0495.tiff,675,737,647,712,0
AgNOR_0495.tiff,729,715,703,694,1
AgNOR_0495.tiff,785,743,755,711,2
AgNOR_0495.tiff,833,684,811,664,1
AgNOR_0495.tiff,816,779,779,755,2
AgNOR_0495.tiff,868,740,833,719,3
AgNOR_0495.tiff,891,777,861,751,4
AgNOR_0495.tiff,916,744,886,714,2
AgNOR_0495.tiff,812,722,785,695,0
AgNOR_0495.tiff,667,794,637,767,3
AgNOR_0495.tiff,933,777,909,749,0
AgNOR_0495.tiff,972,747,945,721,1
AgNOR_0495.tiff,971,699,940,671,1
AgNOR_0495.tiff,926,691,898,666,1
AgNOR_0495.tiff,1020,768,996,743,1
AgNOR_0495.tiff,1051,760,1016,729,1
AgNOR_0495.tiff,1080,772,1047,751,2
AgNOR_0495.tiff,1099,727,1070,705,1
AgNOR_0495.tiff,1120,697,1094,679,4
AgNOR_0495.tiff,1116,713,1087,693,1
AgNOR_0495.tiff,1095,685,1055,659,2
AgNOR_0495.tiff,1093,658,1063,629,4
AgNOR_0495.tiff,1053,787,1024,762,1
AgNOR_0495.tiff,983,799,955,777,2
AgNOR_0495.tiff,965,789,940,764,0
AgNOR_0495.tiff,912,797,890,775,0
AgNOR_0495.tiff,1100,796,1074,769,2
AgNOR_0495.tiff,1145,798,1122,769,2
AgNOR_0495.tiff,1140,759,1115,735,0
AgNOR_0495.tiff,1152,675,1124,653,1
AgNOR_0495.tiff,1194,726,1160,699,1
AgNOR_0495.tiff,1221,719,1194,692,0
AgNOR_0495.tiff,1252,769,1225,735,1
AgNOR_0495.tiff,1234,800,1199,774,2
AgNOR_0495.tiff,1058,668,1032,637,3
AgNOR_0495.tiff,1291,693,1257,660,1
AgNOR_0495.tiff,1292,750,1272,724,1
AgNOR_0495.tiff,1315,761,1284,733,1
AgNOR_0495.tiff,1370,745,1337,717,1
AgNOR_0495.tiff,1391,785,1361,754,1
AgNOR_0495.tiff,1365,703,1349,683,1
AgNOR_0495.tiff,1405,700,1375,672,1
AgNOR_0495.tiff,1406,746,1378,721,3
AgNOR_0495.tiff,1431,729,1405,703,1
AgNOR_0495.tiff,1467,698,1444,677,1
AgNOR_0495.tiff,1491,781,1468,758,3
AgNOR_0495.tiff,1530,743,1505,722,0
AgNOR_0495.tiff,1527,769,1506,744,1
AgNOR_0495.tiff,1558,712,1524,681,1
AgNOR_0495.tiff,1512,654,1471,622,0
AgNOR_0495.tiff,1361,804,1334,781,0
AgNOR_0495.tiff,1526,809,1498,778,1
AgNOR_0495.tiff,1464,835,1436,810,0
AgNOR_0495.tiff,1421,801,1396,772,2
AgNOR_0495.tiff,1442,808,1419,785,1
AgNOR_0495.tiff,1552,628,1523,603,0
AgNOR_0495.tiff,1511,832,1486,801,2
AgNOR_0495.tiff,1569,859,1545,832,3
AgNOR_0495.tiff,1569,838,1547,814,1
AgNOR_0495.tiff,1569,916,1546,887,3
AgNOR_0495.tiff,1525,933,1495,906,2
AgNOR_0495.tiff,1505,891,1485,869,1
AgNOR_0495.tiff,1438,952,1416,928,1
AgNOR_0495.tiff,1427,940,1403,921,1
AgNOR_0495.tiff,1360,957,1327,931,2
AgNOR_0495.tiff,1373,878,1345,846,3
AgNOR_0495.tiff,1375,831,1350,804,1
AgNOR_0495.tiff,1344,840,1318,814,2
AgNOR_0495.tiff,1332,886,1305,854,4
AgNOR_0495.tiff,1328,908,1297,875,2
AgNOR_0495.tiff,1307,941,1280,903,1
AgNOR_0495.tiff,1311,972,1285,947,1
AgNOR_0495.tiff,1489,920,1456,898,1
AgNOR_0495.tiff,1569,955,1538,919,2
AgNOR_0495.tiff,1284,831,1255,803,2
AgNOR_0495.tiff,1281,871,1247,834,0
AgNOR_0495.tiff,1186,962,1151,927,1
AgNOR_0495.tiff,1117,941,1088,910,1
AgNOR_0495.tiff,1104,911,1081,887,1
AgNOR_0495.tiff,1122,881,1100,852,2
AgNOR_0495.tiff,1157,872,1125,842,1
AgNOR_0495.tiff,1153,895,1129,870,2
AgNOR_0495.tiff,1134,915,1111,885,2
AgNOR_0495.tiff,1108,892,1086,865,1
AgNOR_0495.tiff,1163,839,1140,817,1
AgNOR_0495.tiff,1185,844,1165,815,2
AgNOR_0495.tiff,1220,908,1194,883,2
AgNOR_0495.tiff,1091,833,1067,807,2
AgNOR_0495.tiff,1069,881,1045,854,1
AgNOR_0495.tiff,997,884,971,857,1
AgNOR_0495.tiff,1023,875,997,850,2
AgNOR_0495.tiff,1008,953,983,927,1
AgNOR_0495.tiff,977,942,951,913,1
AgNOR_0495.tiff,959,914,934,891,1
AgNOR_0495.tiff,970,884,942,863,2
AgNOR_0495.tiff,920,885,890,857,1
AgNOR_0495.tiff,962,853,930,826,0
AgNOR_0495.tiff,918,840,891,811,0
AgNOR_0495.tiff,856,948,824,917,2
AgNOR_0495.tiff,826,917,801,889,1
AgNOR_0495.tiff,849,852,821,829,0
AgNOR_0495.tiff,884,886,859,862,0
AgNOR_0495.tiff,854,873,821,852,0
AgNOR_0495.tiff,792,847,762,818,0
AgNOR_0495.tiff,795,889,772,867,1
AgNOR_0495.tiff,738,844,710,822,2
AgNOR_0495.tiff,751,868,727,841,0
AgNOR_0495.tiff,749,889,719,864,1
AgNOR_0495.tiff,711,865,684,841,2
AgNOR_0495.tiff,712,829,684,800,1
AgNOR_0495.tiff,680,884,654,859,3
AgNOR_0495.tiff,722,912,696,887,1
AgNOR_0495.tiff,749,935,725,912,1
AgNOR_0495.tiff,777,951,755,923,1
AgNOR_0495.tiff,802,946,775,921,2
AgNOR_0495.tiff,688,906,661,884,1
AgNOR_0495.tiff,638,919,610,893,2
AgNOR_0495.tiff,610,879,583,848,3
AgNOR_0495.tiff,590,845,568,822,2
AgNOR_0495.tiff,636,829,591,806,1
AgNOR_0495.tiff,632,799,608,774,1
AgNOR_0495.tiff,612,814,583,787,3
AgNOR_0495.tiff,536,895,511,869,3
AgNOR_0495.tiff,515,864,493,829,2
AgNOR_0495.tiff,478,810,455,772,2
AgNOR_0495.tiff,544,829,520,805,1
AgNOR_0495.tiff,482,912,447,889,1
AgNOR_0495.tiff,447,920,424,899,1
AgNOR_0495.tiff,434,902,405,876,1
AgNOR_0495.tiff,424,873,398,841,0
AgNOR_0495.tiff,464,948,440,921,0
AgNOR_0495.tiff,547,856,528,836,0
AgNOR_0495.tiff,552,878,533,855,1
AgNOR_0495.tiff,552,896,534,877,1
AgNOR_0495.tiff,549,968,528,944,1
AgNOR_0495.tiff,386,919,357,892,2
AgNOR_0495.tiff,337,908,309,881,1
AgNOR_0495.tiff,326,884,294,852,1
AgNOR_0495.tiff,414,819,384,793,1
AgNOR_0495.tiff,351,951,314,921,2
AgNOR_0495.tiff,308,942,277,919,4
AgNOR_0495.tiff,487,974,460,945,1
AgNOR_0495.tiff,411,977,387,945,1
AgNOR_0495.tiff,576,995,550,964,1
AgNOR_0495.tiff,504,993,480,969,1
AgNOR_0495.tiff,288,895,262,860,2
AgNOR_0495.tiff,243,868,218,838,1
AgNOR_0495.tiff,243,838,211,812,1
AgNOR_0495.tiff,231,816,210,796,0
AgNOR_0495.tiff,216,935,192,907,1
AgNOR_0495.tiff,260,961,237,939,1
AgNOR_0495.tiff,325,972,303,952,0
AgNOR_0495.tiff,166,939,129,909,1
AgNOR_0495.tiff,204,857,180,823,1
AgNOR_0495.tiff,154,827,122,802,1
AgNOR_0495.tiff,105,851,79,820,4
AgNOR_0495.tiff,132,906,106,871,2
AgNOR_0495.tiff,96,951,72,925,2
AgNOR_0495.tiff,189,978,154,942,2
AgNOR_0495.tiff,378,855,356,834,2
AgNOR_0495.tiff,363,842,341,818,1
AgNOR_0495.tiff,217,898,197,876,1
AgNOR_0495.tiff,62,877,31,850,2
AgNOR_0495.tiff,82,819,55,790,3
AgNOR_0495.tiff,93,924,63,895,1
AgNOR_0495.tiff,54,949,26,921,1
AgNOR_0495.tiff,70,981,38,954,2
AgNOR_0495.tiff,98,986,78,964,0
AgNOR_0495.tiff,132,1004,104,979,1
AgNOR_0495.tiff,155,1014,135,989,0
AgNOR_0495.tiff,75,1063,49,1038,2
AgNOR_0495.tiff,97,1072,75,1048,1
AgNOR_0495.tiff,86,1097,55,1070,3
AgNOR_0495.tiff,44,1083,10,1056,1
AgNOR_0495.tiff,48,1108,26,1081,1
AgNOR_0495.tiff,28,1129,3,1098,1
AgNOR_0495.tiff,111,1138,79,1109,1
AgNOR_0495.tiff,165,1110,134,1082,1
AgNOR_0495.tiff,196,1117,163,1095,1
AgNOR_0495.tiff,239,1131,203,1101,2
AgNOR_0495.tiff,260,1142,234,1115,0
AgNOR_0495.tiff,128,1097,100,1077,1
AgNOR_0495.tiff,152,1084,125,1066,0
AgNOR_0495.tiff,270,1033,241,1005,2
AgNOR_0495.tiff,241,1034,210,1005,2
AgNOR_0495.tiff,231,1095,207,1072,0
AgNOR_0495.tiff,305,1052,279,1026,2
AgNOR_0495.tiff,292,1018,264,993,2
AgNOR_0495.tiff,329,1131,301,1100,1
AgNOR_0495.tiff,363,1109,333,1082,3
AgNOR_0495.tiff,398,1109,371,1079,2
AgNOR_0495.tiff,391,1039,359,1012,2
AgNOR_0495.tiff,436,1108,408,1078,1
AgNOR_0495.tiff,443,1044,409,1014,2
AgNOR_0495.tiff,462,1020,438,991,1
AgNOR_0495.tiff,477,1116,445,1085,0
AgNOR_0495.tiff,443,1154,417,1130,3
AgNOR_0495.tiff,418,1134,396,1110,1
AgNOR_0495.tiff,516,1046,489,1017,2
AgNOR_0495.tiff,575,1071,545,1047,1
AgNOR_0495.tiff,542,1090,516,1060,1
AgNOR_0495.tiff,619,1074,591,1048,0
AgNOR_0495.tiff,623,1107,598,1077,2
AgNOR_0495.tiff,702,1000,675,971,2
AgNOR_0495.tiff,699,1082,652,1056,1
AgNOR_0495.tiff,707,1094,677,1072,1
AgNOR_0495.tiff,671,1125,640,1093,2
AgNOR_0495.tiff,754,1090,729,1064,2
AgNOR_0495.tiff,781,1106,749,1079,1
AgNOR_0495.tiff,790,1077,767,1052,2
AgNOR_0495.tiff,806,1076,787,1057,1
AgNOR_0495.tiff,792,1007,763,982,1
AgNOR_0495.tiff,756,1039,732,1019,1
AgNOR_0495.tiff,754,980,725,955,4
AgNOR_0495.tiff,657,975,632,950,1
AgNOR_0495.tiff,609,975,574,950,2
AgNOR_0495.tiff,652,1043,628,1013,2
AgNOR_0495.tiff,829,970,808,944,0
AgNOR_0495.tiff,822,945,800,925,0
AgNOR_0495.tiff,855,984,826,958,3
AgNOR_0495.tiff,903,987,876,966,0
AgNOR_0495.tiff,843,1070,815,1039,2
AgNOR_0495.tiff,833,1014,806,990,1
AgNOR_0495.tiff,886,1086,854,1057,1
AgNOR_0495.tiff,920,1015,893,990,2
AgNOR_0495.tiff,951,1098,928,1071,1
AgNOR_0495.tiff,896,1113,870,1090,1
AgNOR_0495.tiff,1006,979,973,956,1
AgNOR_0495.tiff,1015,1003,983,977,3
AgNOR_0495.tiff,1041,1071,1016,1041,4
AgNOR_0495.tiff,932,1124,903,1095,1
AgNOR_0495.tiff,823,1117,797,1092,2
AgNOR_0495.tiff,941,1154,914,1135,1
AgNOR_0495.tiff,726,1136,694,1109,1
AgNOR_0495.tiff,853,1041,830,1017,1
AgNOR_0495.tiff,1497,987,1470,960,2
